allele_accession_id,effect_size,life_stage_name,marker_symbol,mp_term_name,p_value,parameter_name,parameter_stable_id,phenotyping_center,statistical_method,top_level_mp_term_name
MGI:6156346,1.0,E18.5,Slc25a1,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:7425649,-1.94004799886549,Early adult,Ehf,improved glucose tolerance,3.60297472214143e-05,Area under glucose response curve,IMPC_IPG_012_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6120719,1.0,E12.5,Phgdh,hemorrhage,0.0,Hemorrhage,IMPC_GEM_077_001,KMPC,Supplied as data,['cardiovascular system phenotype']
MGI:6509076,1.75947660082155,Early adult,Hdac7,increased circulating alkaline phosphatase level,9.03691387427125e-07,Alkaline phosphatase,IMPC_CBC_014_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['homeostasis/metabolism phenotype']
MGI:6306609,-2.64603944020506,Early adult,Spry4,short tibia,1.70460162352665e-05,Tibia length,IMPC_XRY_033_001,KMPC,"Linear Mixed Model framework, LME, including Weight","['limbs/digits/tail phenotype', 'skeleton phenotype']"
MGI:6241474,1.8206550718031,Late adult,Erap1,increased circulating calcium level,8.67194809680546e-05,Calcium,KMPCLA_CBC_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6120760,,Late adult,Irx6,abnormal coat/hair pigmentation,1.06988372418788e-06,Coat - color - back,KMPCLA_CSD_005_001,KMPC,Fisher Exact Test framework,"['integument phenotype', 'pigmentation phenotype']"
MGI:7425879,1.22240311176124,Late adult,Nsg2,hyperactivity,2.9071395362915e-05,Distance travelled - total,KMPCLA_OFD_020_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:7425738,1.0,E18.5,Hdac2,unresponsive to tactile stimuli,0.0,Responsive to tactile stimuli,IMPC_GEP_005_002,KMPC,Supplied as data,['behavior/neurological phenotype']
MGI:6336134,2.30675155386658,Late adult,Slc24a3,increased mean platelet volume,4.52718540704714e-07,Mean platelet volume,KMPCLA_HEM_019_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['hematopoietic system phenotype']
MGI:6120719,1.0,E15.5,Phgdh,abnormal head size,0.0,Head size,IMPC_GEO_016_001,KMPC,Supplied as data,['growth/size/body region phenotype']
MGI:6336125,2.19468651659237,Early adult,Nrsn2,increased circulating calcium level,3.51857269072976e-05,Calcium,IMPC_CBC_009_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['homeostasis/metabolism phenotype']
MGI:6336123,-1.22386812555174,Early adult,Lrrn3,decreased bone mineral density,1.69765244418399e-05,Bone Mineral Density (excluding skull),IMPC_DXA_004_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['skeleton phenotype']
NOT-RELEASED-a747ca7c9c,-2.152507900351,Late adult,Ubxn4,decreased grip strength,1.30811231557121e-06,Forelimb grip strength normalised against body weight,KMPCLA_GRS_010_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['behavior/neurological phenotype']
MGI:6336123,-2.12221332610594,Early adult,Lrrn3,decreased bone mineral content,1.12053595789119e-05,BMC/Body weight,IMPC_DXA_007_001,KMPC,"Linear Mixed Model framework, LME, not including Weight",['skeleton phenotype']
MGI:6336146,,Early adult,Tpte,hyperactivity,1.02534965522594e-05,Whole arena average speed,IMPC_OFD_009_001,KMPC,"Linear Mixed Model framework, LME, including Weight",['behavior/neurological phenotype']
MGI:7425738,1.0,E18.5,Hdac2,no spontaneous movement,0.0,Spontaneous movement,IMPC_GEP_004_002,KMPC,Supplied as data,['behavior/neurological phenotype']
